Sl.No,Vendor No.,Name of the party,Document No,GST NUMBER,Invoice No,Invoice Date,Description,HSN CODE,Total invoice value,Taxable amount,SGST %,SGST,CGST %,CGST%,IGST %,IGST
116,V0503,Radha Madhav Automobiles Pvt Ltd (TOYOTA),JV/H/21-22/00248,37AADCR0141D1ZX,TXS21-02205,29/06/2021,R & M to Vehicles,440051,"19,138.00","16,218.00",9.00,"1,460.00",9.00,"1,460.00",0.00,0.00
117,V0503,Radha Madhav Automobiles Pvt Ltd (TOYOTA),JV/H/21-22/00248,37AADCR0141D1ZX,TXS21-02205,29/06/2021,R & M to Vehicles,87085000,455.00,355.00,14.00,50.00,14.00,50.00,0.00,0.00
118,V0551,JASTI KISHORE (AP),JV/H/21-22/00250,37AAYPJ9251E2Z5,48,30/06/2021,Office rent,997212,"1,039,864.00","881,240.00",9.00,"79,312.00",9.00,"79,312.00",0.00,0.00
119,V0714,SRI SAI BALAJI TYRES,JV/H/21-22/00255,37BCMPS8833G1ZY,594,02/07/2021,R & M to Vehicles,40111010,"50,000.00","39,062.00",14.00,"5,469.00",14.00,"5,469.00",0.00,0.00
120,V1186,REDDY ENTERPRISES,JV/H/21-22/00256,37AKAPM1969N1ZM,REPMHRD21062541,30/06/2021,Remuneration(Outsourcing),998515,"4,429,676.00","3,753,962.00",9.00,"337,857.00",9.00,"337,857.00",0.00,0.00
121,V0503,Radha Madhav Automobiles Pvt Ltd (TOYOTA),JV/H/21-22/00260,37AADCR0141D1ZX,RBR22A000324,05/07/2021,R & M to Vehicles,998729,"9,959.00","8,439.00",9.00,760.00,9.00,760.00,0.00,0.00
122,V0503,Radha Madhav Automobiles Pvt Ltd (TOYOTA),JV/H/21-22/00261,37AADCR0141D1ZX,RBR22A000323,05/07/2021,R & M to Vehicles,998729,"6,087.35","5,159.35",9.00,464.00,9.00,464.00,0.00,0.00
123,V0503,Radha Madhav Automobiles Pvt Ltd (TOYOTA),JV/H/21-22/00261,37AADCR0141D1ZX,RBR22A000323,05/07/2021,R & M to Vehicles,87085000,700.88,546.88,14.00,77.00,14.00,77.00,0.00,0.00
124,V0898,P. SRINADH,JV/H/21-22/00264,,JUNE-2021,06/07/2021,Taxi Hire charges,9966,"36,750.00","35,000.00",2.50,875.00,2.50,875.00,0.00,0.00
125,V0895,Jagathi Publications Limited (AP),JV/H/21-22/00266,37AABCJ7667G1Z8,2.1251E+11,07/07/2021,Advertisement,440013,"5,038,388.00","4,798,464.00",2.50,"119,962.00",2.50,"119,962.00",0.00,0.00
126,V0583,Satya Computers,JV/H/21-22/00267,37AVYPS9207L1ZF,765,07/07/2021,Data Processing Expenses,84439952,"1,050.00",890.00,9.00,80.00,9.00,80.00,0.00,0.00
127,V1208,MOTT MACDONALD,JV/H/21-22/00268,27AAACD2029F1Z4,MHFIM0076,07/07/2021,Consultancy Charges,998331,"159,890.00","135,500.00",0.00,0.00,0.00,0.00,18.00,"24,390.00"
128,V1208,MOTT MACDONALD,JV/H/21-22/00269,27AAACD2029F1Z4,MHEFIM0076,07/07/2021,Consultancy Charges,998331,"159,300.00","135,000.00",0.00,0.00,0.00,0.00,18.00,"24,300.00"
129,V1133,M/S.Mridula Enterprises,JV/H/21-22/00271,37AARFM3727H2ZV,20,07/07/2021,Chairman&Peshi exp,998515,"36,108.00","30,600.00",9.00,"2,754.00",9.00,"2,754.00",0.00,0.00
130,V0731,LALITHA ELECTRICALS AND ENGINEERING SERVICES,JV/H/21-22/00272,37AAEFL8842P2ZI,LEES/036/07/2021,08/07/2021,Rep & Main to buildings,9987,"1,770.00","1,500.00",9.00,135.00,9.00,135.00,0.00,0.00
131,V1169,Sri Lakshmi Prasanna Travels,JV/H/21-22/00278,,544,08/07/2021,Taxi Hire charges,9966,"68,250.00","65,000.00",2.50,"1,625.00",2.50,"1,625.00",0.00,0.00
132,V1098,M/S.LIFE CARE SURGICALS,JV/H/21-22/00279,37CMXPK9006R1ZV,"LCS/2021-22/462,485",08/07/2021,Welfare Amenities,30049099,"24,210.00","21,616.00",6.00,"1,297.00",6.00,"1,297.00",0.00,0.00
133,V1098,M/S.LIFE CARE SURGICALS,JV/H/21-22/00279,37CMXPK9006R1ZV,"LCS/2021-22/462,485",08/07/2021,Welfare Amenities,9018,"4,998.00","4,760.00",2.50,119.00,2.50,119.00,0.00,0.00
134,V1179,Santosh agencies,JV/H/21-22/00280,37ABXFS7523A1ZU,8,09/07/2021,Remuneration(Outsourcing),998515,"331,598.00","281,016.00",9.00,"25,291.00",9.00,"25,291.00",0.00,0.00
135,V1179,Santosh agencies,JV/H/21-22/00283,37ABXFS7523A1ZU,8,09/07/2021,Remuneration(Outsourcing),998515,"331,308.00","280,770.00",9.00,"25,269.00",9.00,"25,269.00",0.00,0.00
136,V0981,M/S.DLR PROJECTS,JV/H/21-22/00285,36AAMFD9721H1Z6,DLRPAPMDC20210601,12/07/2021,Consultancy Charges,998313,"389,400.00","330,000.00",0.00,0.00,0.00,0.00,18.00,"59,400.00"
137,V0091,KPMG Advisory Services Pvt Ltd,JV/H/21-22/00286,36AABCK2895D1ZJ,KASP-TL/500021,13/07/2021,KPMG Consultancy Charges,998311,"3,402,699.00","2,883,643.00",0.00,0.00,0.00,0.00,18.00,"519,056.00"
138,V0024,B2B Software Technologies Ltd.,JV/H/21-22/00290,36AAACR9623F1ZD,ASC/2122-004,15/07/2021,Consultancy Charges,998313,"147,500.00","125,000.00",0.00,0.00,0.00,0.00,18.00,"22,500.00"
139,V0024,B2B Software Technologies Ltd.,JV/H/21-22/00291,36AAACR9623F1ZD,SS/2122-018,15/07/2021,Consultancy Charges,440051,"385,860.00","327,000.00",0.00,0.00,0.00,0.00,18.00,"58,860.00"
140,V0830,Sri D.Moshe,JV/H/21-22/00293,,JUNE-2021,15/07/2021,Taxi Hire charges,9966,"52,500.00","50,000.00",2.50,"1,250.00",2.50,"1,250.00",0.00,0.00
141,V0412,"AO CASH, BSNL",JV/H/21-22/00294,37AABCB5576G3ZI,SDCAP0019869106,15/07/2021,Telephone Charges,8517,"15,046.00","12,750.00",9.00,"1,148.00",9.00,"1,148.00",0.00,0.00
142,V1060,Andhrapradesh state FiberNet Limited,JV/H/21-22/00295,37AANCA9069P1ZM,IVRS2122060082,16/07/2021,Conference & Seminar Expenses,998424,627.00,531.00,9.00,48.00,9.00,48.00,0.00,0.00
143,V0922,CHUNDI MOHAN REDDY,JV/H/21-22/00296,,JUNE-2021,16/07/2021,Taxi Hire charges,9966,"36,750.00","35,000.00",2.50,875.00,2.50,875.00,0.00,0.00
144,V1146,Omega Agencies,JV/H/21-22/00300,37BCPPB8819Q1ZP,4,20/07/2021,Postage & Courier charges,996812,"37,831.00","32,061.00",9.00,"2,885.00",9.00,"2,885.00",0.00,0.00
145,V0544,PEST BUSTER,JV/H/21-22/00301,37AAFFP1751Q1ZQ,393,20/07/2021,Rep & Main to buildings,998531,"14,160.00","12,000.00",9.00,"1,080.00",9.00,"1,080.00",0.00,0.00
146,V1236,M/s.MARK ASSOCIATES,JV/H/21-22/00303,36ABIFM3894P1ZC,82/2021-22,22/07/2021,Consultancy Charges,998216,"88,500.00","75,000.00",0.00,0.00,0.00,0.00,18.00,"13,500.00"
147,V1143,M/S.Akshaya Caterers,JV/H/21-22/00304,37ACDPL4987C1ZG,APMDCLTD/VIJAYAWAD/12,22/07/2021,Employee Welfare Expenses,440051,"397,434.00","378,508.00",2.50,"9,463.00",2.50,"9,463.00",0.00,0.00
148,V1051,M/S.SGRP AND ASSOCIATES LLP,JV/H/21-22/00306,37AEBFS7755K1ZF,"013/01/20-21,14,15,16,17",23/07/2021,Consultancy Charges,998231,"472,000.00","400,000.00",9.00,"36,000.00",9.00,"36,000.00",0.00,0.00
149,V1051,M/S.SGRP AND ASSOCIATES LLP,JV/H/21-22/00307,37AEBFS7755K1ZF,014/01/20-21,23/07/2021,Consultancy Charges,998231,"118,000.00","100,000.00",9.00,"9,000.00",9.00,"9,000.00",0.00,0.00
150,V0379,SAI STANDARDS SERVICES,JV/H/21-22/00308,33ANIPM3329D1ZB,GST/SSS/21,26/07/2021,Reg&filling and stamp duty,998311,"283,200.00","240,000.00",0.00,0.00,0.00,0.00,18.00,"43,200.00"
151,V0551,JASTI KISHORE (AP),JV/H/21-22/00309,37AAYPJ9251E2Z5,49,27/07/2021,Office rent,997212,"1,039,860.00","881,238.00",9.00,"79,311.00",9.00,"79,311.00",0.00,0.00
152,V0200,Ushodaya enterprise PVT LTD.,JV/H/21-22/00314,37AAACU2690P1ZQ,2.1232E+14,30/07/2021,Advertisement,9983,"205,296.00","195,520.00",2.50,"4,888.00",2.50,"4,888.00",0.00,0.00
153,V0200,Ushodaya enterprise PVT LTD.,JV/H/21-22/00315,37AAACU2690P1ZQ,2.12201E+13,30/07/2021,Advertisement,9983,"220,324.00","209,832.00",2.50,"5,246.00",2.50,"5,246.00",0.00,0.00
154,V0710,THG Publishing Private Limited,JV/H/21-22/00316,36AAGCT1726K1Z6,1821327,30/07/2021,Advertisement,9983,"64,008.00","60,960.00",0.00,0.00,0.00,0.00,5.00,"3,048.00"
155,V0895,Jagathi Publications Limited (AP),JV/H/21-22/00317,37AABCJ7667G1Z8,AP7010005769,30/07/2021,Advertisement,9983,"188,848.00","179,856.00",2.50,"4,496.00",2.50,"4,496.00",0.00,0.00
156,V0895,Jagathi Publications Limited (AP),JV/H/21-22/00318,37AABCJ7667G1Z8,AP7010008167,30/07/2021,Advertisement,9983,"188,848.00","179,856.00",2.50,"4,496.00",2.50,"4,496.00",0.00,0.00
157,V0895,Jagathi Publications Limited (AP),JV/H/21-22/00319,37AABCJ7667G1Z8,AP7010011763,30/07/2021,Advertisement,9983,"55,440.00","52,800.00",2.50,"1,320.00",2.50,"1,320.00",0.00,0.00
158,V0895,Jagathi Publications Limited (AP),JV/H/21-22/00320,37AABCJ7667G1Z8,AP7010011762,30/07/2021,Advertisement,9983,"48,048.00","45,760.00",2.50,"1,144.00",2.50,"1,144.00",0.00,0.00
159,V0895,Jagathi Publications Limited (AP),JV/H/21-22/00321,37AABCJ7667G1Z8,AP7010013369,30/07/2021,Advertisement,9983,"196,022.00","186,688.00",2.50,"4,667.00",2.50,"4,667.00",0.00,0.00
160,V0895,Jagathi Publications Limited (AP),JV/H/21-22/00322,37AABCJ7667G1Z8,AP7010012404,30/07/2021,Advertisement,9983,"220,324.00","209,832.00",2.50,"5,246.00",2.50,"5,246.00",0.00,0.00
161,V0895,Jagathi Publications Limited (AP),JV/H/21-22/00323,37AABCJ7667G1Z8,AP7010013418,30/07/2021,Advertisement,9983,"147,016.00","140,016.00",2.50,"3,500.00",2.50,"3,500.00",0.00,0.00
162,V0895,Jagathi Publications Limited (AP),JV/H/21-22/00324,37AABCJ7667G1Z8,AP7010013523,30/07/2021,Advertisement,9983,"171,520.00","163,352.00",2.50,"4,084.00",2.50,"4,084.00",0.00,0.00
163,V0895,Jagathi Publications Limited (AP),JV/H/21-22/00325,37AABCJ7667G1Z8,AP7010013416,30/07/2021,Advertisement,9983,"171,520.00","163,352.00",2.50,"4,084.00",2.50,"4,084.00",0.00,0.00
164,V1186,REDDY ENTERPRISES,JV/H/21-22/00329,37AKAPM1969N1ZM,REPMHRD21062547,30/07/2021,Remuneration(Outsourcing),998519,"4,675,904.00","3,962,630.00",9.00,"356,637.00",9.00,"356,637.00",0.00,0.00
165,V1221,Seetha Granites,JV/H/21-22/00332,37AREPP0630Q2ZE,"SG/ST/35/21-22,36,37,38,39,40",05/08/2021,Purchase of Survey Stones,998342,"1,215,465.00","1,030,055.00",9.00,"92,705.00",9.00,"92,705.00",0.00,0.00
166,V1221,Seetha Granites,JV/H/21-22/00334,37AREPP0630Q2ZE,"SG/ST/28/21-21,14-27",05/08/2021,Purchase of Survey Stones,998342,"1,887,523.00","1,599,595.00",9.00,"143,964.00",9.00,"143,964.00",0.00,0.00
167,V1220,SRI SAMARTH SAI GRANITES,JV/H/21-22/00335,37AMMPG6476A1ZZ,174,05/08/2021,Purchase of Survey Stones,998342,"49,241.00","41,729.00",9.00,"3,756.00",9.00,"3,756.00",0.00,0.00
168,V1220,SRI SAMARTH SAI GRANITES,JV/H/21-22/00336,37AMMPG6476A1ZZ,162163164,05/08/2021,Purchase of Survey Stones,998342,"1,621,573.00","1,374,215.00",9.00,"123,679.00",9.00,"123,679.00",0.00,0.00
169,V1241,M/s.Lakshmi Balaji Granites,JV/H/21-22/00338,37AKBPP9158M1ZF,165-169,05/08/2021,Purchase of Survey Stones,998342,"1,450,786.00","1,229,480.00",9.00,"110,653.00",9.00,"110,653.00",0.00,0.00
170,V1242,M/s.Sree Eswari Granites,JV/H/21-22/00340,37ABEPE7868B1ZO,182327,05/08/2021,Purchase of Survey Stones,998342,"1,343,972.00","1,138,960.00",9.00,"102,506.00",9.00,"102,506.00",0.00,0.00
171,V1221,Seetha Granites,JV/H/21-22/00344,37AREPP0630Q2ZE,"SG/ST/41/21-22,42-46",05/08/2021,Purchase of Survey Stones,998342,"3,648,948.00","3,092,328.00",9.00,"278,310.00",9.00,"278,310.00",0.00,0.00
172,V1244,M/s.Sri Renuka Granites,JV/H/21-22/00347,37AGGPB4900L1ZJ,18,05/08/2021,Purchase of Survey Stones,25161100,"1,236,042.00","1,047,494.00",9.00,"94,274.00",9.00,"94,274.00",0.00,0.00
173,V1243,M/s.OVR Granites,JV/H/21-22/00348,37ABFPO1335G1ZT,"OVR/2021-2022/008,007",05/08/2021,Purchase of Survey Stones,25161100,"656,528.00","556,380.00",9.00,"50,074.00",9.00,"50,074.00",0.00,0.00
174,V1245,M/s. 4qube IT&Softaware Solutions Pvt Ltd,JV/H/21-22/00349,37AABCZ4836H1Z1,4Q100150-152,06/08/2021,Purchase of Survey Stones,25161100,"1,188,059.00","1,006,829.00",9.00,"90,615.00",9.00,"90,615.00",0.00,0.00
175,V1133,M/S.Mridula Enterprises,JV/H/21-22/00351,37AARFM3727H2ZV,10,10/08/2021,Chairman&Peshi exp,99853,"36,108.00","30,600.00",9.00,"2,754.00",9.00,"2,754.00",0.00,0.00
176,V0967,M/S.Arrow sales corporation,JV/H/21-22/00353,37ACIPP4573F1ZB,ASC/21-22/S92,10/08/2021,Data Processing Expenses,997314,"5,139.00","4,355.00",9.00,392.00,9.00,392.00,0.00,0.00
177,V0967,M/S.Arrow sales corporation,JV/H/21-22/00354,37ACIPP4573F1ZB,ASC/21-22/S165,10/08/2021,Data Processing Expenses,997314,"7,420.00","6,288.00",9.00,566.00,9.00,566.00,0.00,0.00
178,V0981,M/S.DLR PROJECTS,JV/H/21-22/00355,36AAMFD9721H1Z6,DLRPAPMDC20210701,10/08/2021,Consultancy Charges,998331,"389,400.00","330,000.00",0.00,0.00,0.00,0.00,18.00,"59,400.00"
179,V0583,Satya Computers,JV/H/21-22/00356,37AVYPS9207L1ZF,770,11/08/2021,Data Processing Expenses,440051,"3,304.00","2,800.00",9.00,252.00,9.00,252.00,0.00,0.00
180,V1179,Santosh agencies,JV/H/21-22/00357,37ABXFS7523A1ZU,9,12/08/2021,Remuneration(Outsourcing),94123,"316,341.00","268,085.00",9.00,"24,128.00",9.00,"24,128.00",0.00,0.00
181,V0412,"AO CASH, BSNL",JV/H/21-22/00358,37AABCB5576G3ZI,SDCAP0020241822,12/08/2021,Telephone Charges,8517,"14,750.00","12,500.00",9.00,"1,125.00",9.00,"1,125.00",0.00,0.00
182,V1169,Sri Lakshmi Prasanna Travels,JV/H/21-22/00361,,JULY-21,16/08/2021,Taxi Hire charges,9966,"68,250.00","65,000.00",2.50,"1,625.00",2.50,"1,625.00",0.00,0.00
183,V1098,M/S.LIFE CARE SURGICALS,JV/H/21-22/00364,37CMXPK9006R1ZV,LCS/2021-22/694,16/08/2021,Welfare Amenities,3004,"24,210.00","21,616.00",6.00,"1,297.00",6.00,"1,297.00",0.00,0.00
184,V0830,Sri D.Moshe,JV/H/21-22/00365,,JULY-21,16/08/2021,Taxi Hire charges,9966,"52,500.00","50,000.00",2.50,"1,250.00",2.50,"1,250.00",0.00,0.00
185,V0922,CHUNDI MOHAN REDDY,JV/H/21-22/00367,,JULY2021,18/08/2021,Taxi Hire charges,9966,"36,750.00","35,000.00",2.50,875.00,2.50,875.00,0.00,0.00
186,V0449,Ratnam Car Travels (Vijayawada),JV/H/21-22/00368,,1719,18/08/2021,Taxi Hire charges,9966,"94,500.00","90,000.00",2.50,"2,250.00",2.50,"2,250.00",0.00,0.00
187,V1051,M/S.SGRP AND ASSOCIATES LLP,JV/H/21-22/00373,37AEBFS7755K1ZF,034/01/2021 &068/01/2021.,23/08/2021,Consultancy Charges,998313,"123,900.00","105,000.00",9.00,"9,450.00",9.00,"9,450.00",0.00,0.00
188,V1146,Omega Agencies,JV/H/21-22/00374,37BCPPB8819Q1ZP,7,24/08/2021,Postage & Courier charges,996812,"28,409.00","24,075.00",9.00,"2,167.00",9.00,"2,167.00",0.00,0.00
189,V0895,Jagathi Publications Limited (AP),JV/H/21-22/00375,37AABCJ7667G1Z8,2.1251E+11,24/08/2021,Advertisement,440013,"409,374.00","389,880.00",2.50,"9,747.00",2.50,"9,747.00",0.00,0.00
190,V0776,Federation of Indian Mineral Industries (FIMI),JV/H/21-22/00376,07AAATF0348Q1ZG,M/21-22/34,24/08/2021,Subscription & Membership fee,998596,"177,000.00","150,000.00",0.00,0.00,0.00,0.00,18.00,"27,000.00"
191,V0710,THG Publishing Private Limited,JV/H/21-22/00378,36AAGCT1726K1Z6,1828284,24/08/2021,Advertisement,9983,"309,372.00","294,640.00",0.00,0.00,0.00,0.00,5.00,"14,732.00"
192,V0941,Hyderabad Media House Limited,JV/H/21-22/00379,37AABCH7588J1ZZ,KPAINV0199,24/08/2021,Advertisement,9983,"42,336.00","40,320.00",2.50,"1,008.00",2.50,"1,008.00",0.00,0.00
193,V0512,Santosh Automotors Pvt Ltd,JV/H/21-22/00386,37AAWCS4609N1ZF,3/BC/21000016,25/08/2021,R & M to Vehicles,32129090,"7,782.00","6,080.00",14.00,851.00,14.00,851.00,0.00,0.00
194,V0512,Santosh Automotors Pvt Ltd,JV/H/21-22/00386,37AAWCS4609N1ZF,3/BC/21000016,25/08/2021,R & M to Vehicles,998729,"15,643.00","13,257.00",9.00,"1,193.00",9.00,"1,193.00",0.00,0.00
195,V0506,T.V.SUNDRAM IYENGAR & SONS Pravate Limited (AP),JV/H/21-22/00389,37AABCT0159K1Z8,SR02921-6976,26/08/2021,R & M to Vehicles,996601,"8,727.48","7,395.48",9.00,666.00,9.00,666.00,0.00,0.00
196,V0091,KPMG Advisory Services Pvt Ltd,JV/H/21-22/00394,36AABCK2895D1ZJ,KASP-TL/500029,27/08/2021,KPMG Consultancy Charges,998313,"3,402,699.00","2,883,643.00",0.00,0.00,0.00,0.00,18.00,"519,056.00"
197,V0231,The Singareni Collieries Comp Ltd.,JV/H/21-22/00398,36AAACT8873F1Z1,9200000463,27/08/2021,Survey & Drawing Exp,9985,"3,140,845.00","2,661,733.00",0.00,0.00,0.00,0.00,18.00,"479,112.00"
198,V1254,Shiva Sai Catering Services,JV/H/21-22/00403,37BGRPP6178C1ZU,SC/APMDC/02,02/09/2021,Independence / Rep. day Exp.,9963,"18,933.00","18,031.00",2.50,451.00,2.50,451.00,0.00,0.00
199,V0544,PEST BUSTER,JV/H/21-22/00406,37AAFFP1751Q1ZQ,590,03/09/2021,Rep & Main to buildings,998531,"14,160.00","12,000.00",9.00,"1,080.00",9.00,"1,080.00",0.00,0.00
200,V1169,Sri Lakshmi Prasanna Travels,JV/H/21-22/00407,,617 AUGUST-21,06/09/2021,Taxi Hire charges,9967,"68,250.00","65,000.00",2.50,"1,625.00",2.50,"1,625.00",0.00,0.00
201,V0898,P. SRINADH,JV/H/21-22/00408,,AUGUST-21,06/09/2021,Taxi Hire charges,9966,"36,750.00","35,000.00",2.50,875.00,2.50,875.00,0.00,0.00
202,V1254,Shiva Sai Catering Services,JV/H/21-22/00409,37BGRPP6178C1ZU,SC/APMDC/01,06/09/2021,Employee Welfare Expenses,9963,"405,099.00","385,809.00",2.50,"9,645.00",2.50,"9,645.00",0.00,0.00
203,V0981,M/S.DLR PROJECTS,JV/H/21-22/00412,36AAMFD9721H1Z6,DLRAPMDC20210801.,06/09/2021,Consultancy Charges,998331,"389,400.00","330,000.00",0.00,0.00,0.00,0.00,18.00,"59,400.00"
204,V1179,Santosh agencies,JV/H/21-22/00415,37ABXFS7523A1ZU,10,07/09/2021,Remuneration(Outsourcing),998515,"323,854.00","274,452.00",9.00,"24,701.00",9.00,"24,701.00",0.00,0.00
205,V0551,JASTI KISHORE (AP),JV/H/21-22/00417,37AAYPJ9251E2Z5,50,07/09/2021,Office rent,997212,"1,039,860.00","881,238.00",9.00,"79,311.00",9.00,"79,311.00",0.00,0.00
206,V0449,Ratnam Car Travels (Vijayawada),JV/H/21-22/00420,,138,09/09/2021,Taxi Hire charges,9966,"47,250.00","45,000.00",2.50,"1,125.00",2.50,"1,125.00",0.00,0.00
207,V0830,Sri D.Moshe,JV/H/21-22/00425,,AUGUST-21,09/09/2021,Taxi Hire charges,9966,"52,500.00","50,000.00",2.50,"1,250.00",2.50,"1,250.00",0.00,0.00
208,V1237,Sri.D.Appa Rao,JV/H/21-22/00426,,1,09/09/2021,Legal and professional charges,998211,"59,000.00","50,000.00",9.00,"4,500.00",9.00,"4,500.00",0.00,0.00
209,V1255,K.Satyanand,JV/H/21-22/00428,,1,09/09/2021,Legal and professional charges,998211,"295,000.00","250,000.00",0.00,0.00,0.00,0.00,18.00,"45,000.00"
210,V0260,SELECT ENGINEERING SYSTEMS,JV/H/21-22/00436,36AAGFS4550H1Z4,G-366,14/09/2021,Telephone Charges,8517,"36,433.00","30,875.00",0.00,0.00,0.00,0.00,18.00,"5,558.00"
211,V0506,T.V.SUNDRAM IYENGAR & SONS Pravate Limited (AP),JV/H/21-22/00437,37AABCT0159K1Z8,SR02921-7928,15/09/2021,Rep & Maint to Vehicals,87083000,"9,525.00","7,441.00",14.00,"1,042.00",14.00,"1,042.00",0.00,0.00
212,V0506,T.V.SUNDRAM IYENGAR & SONS Pravate Limited (AP),JV/H/21-22/00437,37AABCT0159K1Z8,SR02921-7928,15/09/2021,Rep & Maint to Vehicals,4811,"21,347.00","18,091.00",9.00,"1,628.00",9.00,"1,628.00",0.00,0.00
213,V0506,T.V.SUNDRAM IYENGAR & SONS Pravate Limited (AP),JV/H/21-22/00438,37AABCT0159K1Z8,SR02921-8092,15/09/2021,R & M to Vehicles,70091090,"72,461.00","61,407.00",9.00,"5,527.00",9.00,"5,527.00",0.00,0.00
214,V0506,T.V.SUNDRAM IYENGAR & SONS Pravate Limited (AP),JV/H/21-22/00438,37AABCT0159K1Z8,SR02921-8092,15/09/2021,R & M to Vehicles,32129090,"48,796.00","38,122.00",14.00,"5,337.00",14.00,"5,337.00",0.00,0.00
215,V1257,M/s.Jaya Durga VR Projects,JV/H/21-22/00443,37AAMFJ3952G1Z3,JDVR/1/2021-22,16/09/2021,Purchase of Survey Stones,998342,"672,775.00","570,149.00",9.00,"51,313.00",9.00,"51,313.00",0.00,0.00
216,V1258,M/S.Sri Vishnu Enterprises(Granites),JV/H/21-22/00444,37AFWPT4819F1ZQ,18-40,16/09/2021,Purchase of Survey Stones,998342,"3,203,700.00","2,715,000.00",9.00,"244,350.00",9.00,"244,350.00",0.00,0.00
217,V1259,M/s.Khadarbi Enterprises,JV/H/21-22/00445,37JCWPS1299J1ZB,1,16/09/2021,Purchase of Survey Stones,998342,"28,036.00","23,760.00",9.00,"2,138.00",9.00,"2,138.00",0.00,0.00
218,V1259,M/s.Khadarbi Enterprises,JV/H/21-22/00445,37JCWPS1299J1ZB,1,16/09/2021,Purchase of Survey Stones,998342,"682,227.00","578,159.00",9.00,"52,034.00",9.00,"52,034.00",0.00,0.00
219,V1260,M/s.S S Granites,JV/H/21-22/00446,37AOYPK3745G1ZD,172,16/09/2021,Purchase of Survey Stones,998342,"1,294,106.00","1,096,700.00",9.00,"98,703.00",9.00,"98,703.00",0.00,0.00
220,V0544,PEST BUSTER,JV/H/21-22/00451,37AAFFP1751Q1ZQ,705,17/09/2021,Rep & Main to buildings,998531,"14,160.00","12,000.00",9.00,"1,080.00",9.00,"1,080.00",0.00,0.00
221,V0465,Automotive Manufacturers Pvt. Ltd.,JV/H/21-22/00452,37AAACA3428K1ZQ,"RBR22A000756,757,766",17/09/2021,R & M to Vehicles,3208,"34,164.00","26,690.00",14.00,"3,737.00",14.00,"3,737.00",0.00,0.00
222,V0465,Automotive Manufacturers Pvt. Ltd.,JV/H/21-22/00452,37AAACA3428K1ZQ,"RBR22A000756,757,766",17/09/2021,R & M to Vehicles,3307,"65,200.00","55,254.00",9.00,"4,973.00",9.00,"4,973.00",0.00,0.00
223,V1222,V.S.EXIMAST,JV/H/21-22/00453,36AABFV3222A1ZT,VSE/97021/02,21/09/2021,Purchase of Survey Stones,998342,"1,224,486.00","1,037,700.00",0.00,0.00,0.00,0.00,18.00,"186,786.00"
224,V0922,CHUNDI MOHAN REDDY,JV/H/21-22/00454,,AUGUST-2021,21/09/2021,Taxi Hire charges,9966,"36,750.00","35,000.00",2.50,875.00,2.50,875.00,0.00,0.00
225,V0895,Jagathi Publications Limited (AP),JV/H/21-22/00455,37AABCJ7667G1Z8,"AP7010033868,23999,24000,264478",21/09/2021,Advertisement,998363,"245,028.00","233,360.00",2.50,"5,834.00",2.50,"5,834.00",0.00,0.00
226,V0895,Jagathi Publications Limited (AP),JV/H/21-22/00455,37AABCJ7667G1Z8,"AP7010033868,23999,24000,264478",21/09/2021,Advertisement,998363,"171,520.00","163,352.00",2.50,"4,084.00",2.50,"4,084.00",0.00,0.00
227,V0895,Jagathi Publications Limited (AP),JV/H/21-22/00455,37AABCJ7667G1Z8,"AP7010033868,23999,24000,264478",21/09/2021,Advertisement,998363,"171,520.00","163,352.00",2.50,"4,084.00",2.50,"4,084.00",0.00,0.00
228,V0895,Jagathi Publications Limited (AP),JV/H/21-22/00455,37AABCJ7667G1Z8,"AP7010033868,23999,24000,264478",21/09/2021,Advertisement,998363,"122,514.00","116,680.00",2.50,"2,917.00",2.50,"2,917.00",0.00,0.00
229,V0710,THG Publishing Private Limited,JV/H/21-22/00456,36AAGCT1726K1Z6,1847490,21/09/2021,Advertisement,9983,"106,680.00","101,600.00",0.00,0.00,0.00,0.00,5.00,"5,080.00"
230,V0465,Automotive Manufacturers Pvt. Ltd.,JV/H/21-22/00457,37AAACA3428K1ZQ,"RBR22A000383,384",21/09/2021,R & M to Vehicles,70091090,"17,919.00","15,185.00",9.00,"1,367.00",9.00,"1,367.00",0.00,0.00
231,V0465,Automotive Manufacturers Pvt. Ltd.,JV/H/21-22/00457,37AAACA3428K1ZQ,"RBR22A000383,384",21/09/2021,R & M to Vehicles,32129090,981.00,767.00,14.00,107.00,14.00,107.00,0.00,0.00
232,V0465,Automotive Manufacturers Pvt. Ltd.,JV/H/21-22/00460,37AAACA3428K1ZQ,"RBR22A000381,382",21/09/2021,R & M to Vehicles,3208,"24,559.00","19,187.00",14.00,"2,686.00",14.00,"2,686.00",0.00,0.00
233,V0465,Automotive Manufacturers Pvt. Ltd.,JV/H/21-22/00460,37AAACA3428K1ZQ,"RBR22A000381,382",21/09/2021,R & M to Vehicles,70091090,"14,356.00","12,166.00",9.00,"1,095.00",9.00,"1,095.00",0.00,0.00
234,V0465,Automotive Manufacturers Pvt. Ltd.,JV/H/21-22/00460,37AAACA3428K1ZQ,"RBR22A000381,382",21/09/2021,R & M to Vehicles,4811,"31,128.00","26,380.00",9.00,"2,374.00",9.00,"2,374.00",0.00,0.00
