Section Name,My GSTIN,GSTIN of supplier,Trade/Legal name,Taxpayer Type,2B Return Period,Invoice number,Invoice type,Invoice Date,Invoice Value(?),Place of supply,Supply Attract Reverse Charge,Original Invoice number,Original Invoice Date,Taxable Value (?),Integrated Tax(?),Central Tax(?),State/UT Tax(?),Cess(?),GSTR-1/5 Period,GSTR-1/5 Filing Date,ITC Availability,Reason,Applicable % of Tax Rate,Source,IRN,IRN Date
B2B,37AAACT7391N1ZN,37AAGCA3570N1ZB,ANDHRA PRADESH GRANITE  MIDWEST  PVT LTD,Regular,Mar 2022,'APGM/JW/53/21-22',INVOICE,22-Mar-2022,"293,749.20",ANDHRAPRADESH,NO,,,"248,940.00",0.00,"22,404.60","22,404.60",0.00,Mar 2022,11th Apr 2022,YES,,,E-Invoice,b13d546212d68877903f1d32d5530adefdad7422b05927fb41fcba7be4928ad5,22-03-2022
B2B,37AAACT7391N1ZN,37AAGCA3570N1ZB,ANDHRA PRADESH GRANITE  MIDWEST  PVT LTD,Regular,Mar 2022,'APGM/JW/52/21-22',INVOICE,19-Mar-2022,"207,408.60",ANDHRAPRADESH,NO,,,"175,770.00",0.00,"15,819.30","15,819.30",0.00,Mar 2022,11th Apr 2022,YES,,,E-Invoice,5295daf2aee0d2825153083e7a78bb3a0df2b74d065c6e7b17f6cbf9f5f2e75c,19-03-2022
B2B,37AAACT7391N1ZN,37AAGCA3570N1ZB,ANDHRA PRADESH GRANITE  MIDWEST  PVT LTD,Regular,Mar 2022,'APGM/JW/51/21-22',INVOICE,17-Mar-2022,"285,465.60",ANDHRAPRADESH,NO,,,"241,920.00",0.00,"21,772.80","21,772.80",0.00,Mar 2022,11th Apr 2022,YES,,,E-Invoice,39b722b4811a74d0008f6b812ae1e71837a11469ef959c1037ef6d268756f53f,17-03-2022
B2B,37AAACT7391N1ZN,37AAGCA3570N1ZB,ANDHRA PRADESH GRANITE  MIDWEST  PVT LTD,Regular,Mar 2022,'APGM/JW/50/21-22',INVOICE,12-Mar-2022,"287,377.20",ANDHRAPRADESH,NO,,,"243,540.00",0.00,"21,918.60","21,918.60",0.00,Mar 2022,11th Apr 2022,YES,,,E-Invoice,0b6c32f08b2b544645b322183952291f35310c82c5674bae7e3ffa7aae301fd6,12-03-2022
B2B,37AAACT7391N1ZN,37AAGCA3570N1ZB,ANDHRA PRADESH GRANITE  MIDWEST  PVT LTD,Regular,Mar 2022,'APGM/JW/49/21-22',INVOICE,10-Mar-2022,"192,753.00",ANDHRAPRADESH,NO,,,"163,350.00",0.00,"14,701.50","14,701.50",0.00,Mar 2022,11th Apr 2022,YES,,,E-Invoice,8dab9b3b1415449b8288804584a720ed291c1acc018a67709c6b395021375e17,10-03-2022
B2B,37AAACT7391N1ZN,37AAGCA3570N1ZB,ANDHRA PRADESH GRANITE  MIDWEST  PVT LTD,Regular,Mar 2022,'APGM/JW/48/21-22',INVOICE,07-Mar-2022,"212,824.80",ANDHRAPRADESH,NO,,,"180,360.00",0.00,"16,232.40","16,232.40",0.00,Mar 2022,11th Apr 2022,YES,,,E-Invoice,ea7ae35fd696857ff21004f1593a44d8c50e56616a8ab1e9198df6b023d94467,07-03-2022
B2B,37AAACT7391N1ZN,37BYBPM0694Q1ZQ,S.MADHAVI,Regular,Mar 2022,'SMV/2021-22/030',INVOICE,31-Mar-2022,"2,834,503.00",ANDHRAPRADESH,NO,,,"2,402,121.00",0.00,"216,190.89","216,190.89",0.00,Mar 2022,10th Apr 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37BYBPM0694Q1ZQ,S.MADHAVI,Regular,Mar 2022,'SMV/2021-22/029',INVOICE,19-Mar-2022,"594,017.00",ANDHRAPRADESH,NO,,,"503,405.00",0.00,"45,306.45","45,306.45",0.00,Mar 2022,10th Apr 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37BYBPM0694Q1ZQ,S.MADHAVI,Regular,Mar 2022,'SMV/2021-22/028',INVOICE,19-Mar-2022,"13,058.00",ANDHRAPRADESH,NO,,,"11,066.00",0.00,995.94,995.94,0.00,Mar 2022,10th Apr 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37BYBPM0694Q1ZQ,S.MADHAVI,Regular,Mar 2022,'SMV/2021-22/027',INVOICE,19-Mar-2022,"25,413.00",ANDHRAPRADESH,NO,,,"21,537.00",0.00,"1,938.33","1,938.33",0.00,Mar 2022,10th Apr 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37BYBPM0694Q1ZQ,S.MADHAVI,Regular,Mar 2022,'SMV/2021-22/026',INVOICE,19-Mar-2022,"96,283.00",ANDHRAPRADESH,NO,,,"81,595.00",0.00,"7,343.55","7,343.55",0.00,Mar 2022,10th Apr 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37BYBPM0694Q1ZQ,S.MADHAVI,Regular,Mar 2022,'SMV/2021-22/025',INVOICE,08-Mar-2022,"2,384,986.00",ANDHRAPRADESH,NO,,,"2,021,174.00",0.00,"181,905.66","181,905.66",0.00,Mar 2022,10th Apr 2022,YES,,,,,
B2B,37AAACT7391N1ZN,36AAHCR8059E1Z4,R  V DIGITAL SOLUTIONS PRIVATE LIMITED,Regular,Mar 2022,'RVDS/1755/21-22',INVOICE,16-Mar-2022,"301,200.00",ANDHRAPRADESH,NO,,,"255,254.00","45,945.72",0.00,0.00,0.00,Mar 2022,11th Apr 2022,YES,,,,,
B2B,37AAACT7391N1ZN,36AAHCR8059E1Z4,R  V DIGITAL SOLUTIONS PRIVATE LIMITED,Regular,Mar 2022,'RVDS/1754/21-22',INVOICE,16-Mar-2022,"175,600.00",ANDHRAPRADESH,NO,,,"148,813.00","26,786.34",0.00,0.00,0.00,Mar 2022,11th Apr 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AAECP6238L1ZZ,M/S PALLAVA RED GRANITE PVT LTD,Regular,Mar 2022,'PRGST48B/2021-22',INVOICE,30-Mar-2022,"65,636.00",ANDHRAPRADESH,NO,,,"55,624.00",0.00,"5,006.00","5,006.00",0.00,Mar 2022,11th Apr 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AAECP6238L1ZZ,M/S PALLAVA RED GRANITE PVT LTD,Regular,Mar 2022,'PRGST48A/2021-22',INVOICE,30-Mar-2022,"15,387.00",ANDHRAPRADESH,NO,,,"13,040.00",0.00,"1,174.00","1,174.00",0.00,Mar 2022,11th Apr 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AAECP6238L1ZZ,M/S PALLAVA RED GRANITE PVT LTD,Regular,Mar 2022,'PRGST48/2021-22',INVOICE,30-Mar-2022,"213,497.00",ANDHRAPRADESH,NO,,,"180,930.00",0.00,"16,284.00","16,284.00",0.00,Mar 2022,11th Apr 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AAECP6238L1ZZ,M/S PALLAVA RED GRANITE PVT LTD,Regular,Mar 2022,'PRGST47B/2021-22',INVOICE,26-Mar-2022,"62,462.00",ANDHRAPRADESH,NO,,,"52,934.00",0.00,"4,764.00","4,764.00",0.00,Mar 2022,11th Apr 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AAECP6238L1ZZ,M/S PALLAVA RED GRANITE PVT LTD,Regular,Mar 2022,'PRGST47A/2021-22',INVOICE,26-Mar-2022,"12,933.00",ANDHRAPRADESH,NO,,,"10,960.00",0.00,986.00,986.00,0.00,Mar 2022,11th Apr 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AAECP6238L1ZZ,M/S PALLAVA RED GRANITE PVT LTD,Regular,Mar 2022,'PRGST47/2021-22',INVOICE,26-Mar-2022,"179,443.00",ANDHRAPRADESH,NO,,,"152,070.00",0.00,"13,686.00","13,686.00",0.00,Mar 2022,11th Apr 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AAECP6238L1ZZ,M/S PALLAVA RED GRANITE PVT LTD,Regular,Mar 2022,'PRGST46B/2021-22',INVOICE,22-Mar-2022,"57,532.00",ANDHRAPRADESH,NO,,,"48,756.00",0.00,"4,388.00","4,388.00",0.00,Mar 2022,11th Apr 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AAECP6238L1ZZ,M/S PALLAVA RED GRANITE PVT LTD,Regular,Mar 2022,'PRGST46A/2021-22',INVOICE,22-Mar-2022,"13,098.00",ANDHRAPRADESH,NO,,,"11,100.00",0.00,999.00,999.00,0.00,Mar 2022,11th Apr 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AAECP6238L1ZZ,M/S PALLAVA RED GRANITE PVT LTD,Regular,Mar 2022,'PRGST46/2021-22',INVOICE,22-Mar-2022,"181,735.00",ANDHRAPRADESH,NO,,,"154,013.00",0.00,"13,861.00","13,861.00",0.00,Mar 2022,11th Apr 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AAECP6238L1ZZ,M/S PALLAVA RED GRANITE PVT LTD,Regular,Mar 2022,'PRGST45B/2021-22',INVOICE,19-Mar-2022,"75,945.00",ANDHRAPRADESH,NO,,,"64,360.00",0.00,"5,792.00","5,792.00",0.00,Mar 2022,11th Apr 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AAECP6238L1ZZ,M/S PALLAVA RED GRANITE PVT LTD,Regular,Mar 2022,'PRGST45A/2021-22',INVOICE,19-Mar-2022,"15,104.00",ANDHRAPRADESH,NO,,,"12,800.00",0.00,"1,152.00","1,152.00",0.00,Mar 2022,11th Apr 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AAECP6238L1ZZ,M/S PALLAVA RED GRANITE PVT LTD,Regular,Mar 2022,'PRGST45/2021-22',INVOICE,19-Mar-2022,"209,568.00",ANDHRAPRADESH,NO,,,"177,600.00",0.00,"15,984.00","15,984.00",0.00,Mar 2022,11th Apr 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AAECP6238L1ZZ,M/S PALLAVA RED GRANITE PVT LTD,Regular,Mar 2022,'PRGST43B/2021-22',INVOICE,12-Mar-2022,"63,239.00",ANDHRAPRADESH,NO,,,"53,592.00",0.00,"4,823.00","4,823.00",0.00,Mar 2022,11th Apr 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AAECP6238L1ZZ,M/S PALLAVA RED GRANITE PVT LTD,Regular,Mar 2022,'PRGST43A/2021-22',INVOICE,12-Mar-2022,"14,962.00",ANDHRAPRADESH,NO,,,"12,680.00",0.00,"1,141.00","1,141.00",0.00,Mar 2022,11th Apr 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AAECP6238L1ZZ,M/S PALLAVA RED GRANITE PVT LTD,Regular,Mar 2022,'PRGST43/2021-22',INVOICE,12-Mar-2022,"207,603.00",ANDHRAPRADESH,NO,,,"175,935.00",0.00,"15,834.00","15,834.00",0.00,Mar 2022,11th Apr 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AAWFS8938D1ZE,S V TECHNOLOGIES,Regular,Mar 2022,'SVT2122MAR110',INVOICE,14-Mar-2022,"42,480.00",ANDHRAPRADESH,NO,,,"36,000.00",0.00,"3,240.00","3,240.00",0.00,Mar 2022,11th Apr 2022,YES,,,,,
B2BA,37AAACT7391N1ZN,37AAECP6238L1ZZ,M/S PALLAVA RED GRANITE PVT LTD,Regular,Oct 2021,'PRGST/9B/2021-22',INVOICE,08-Jul-2021,"78,694.00",ANDHRAPRADESH,NO,PRF09B/JV/21-22,08-Jul-21,"66,690.00",0.00,"6,002.00","6,002.00",0.00,Sep 2021,19th Oct 2021,YES,,,,,
B2BA,37AAACT7391N1ZN,37AAECP6238L1ZZ,M/S PALLAVA RED GRANITE PVT LTD,Regular,Oct 2021,'PRGST/8B/2021-22',INVOICE,07-Jul-2021,"99,377.00",ANDHRAPRADESH,NO,PRF08B/JV/21-22,07-Jul-21,"84,218.00",0.00,"7,580.00","7,580.00",0.00,Sep 2021,19th Oct 2021,YES,,,,,
B2BA,37AAACT7391N1ZN,37AAECP6238L1ZZ,M/S PALLAVA RED GRANITE PVT LTD,Regular,Oct 2021,'PRGST/7B/2021-22',INVOICE,28-Jun-2021,"75,935.00",ANDHRAPRADESH,NO,PRF07B/JV/21-22,28-Jun-21,"64,352.00",0.00,"5,792.00","5,792.00",0.00,Sep 2021,19th Oct 2021,YES,,,,,
B2BA,37AAACT7391N1ZN,37AAECP6238L1ZZ,M/S PALLAVA RED GRANITE PVT LTD,Regular,Oct 2021,'PRGST/6B/2021-22',INVOICE,23-Jun-2021,"74,595.00",ANDHRAPRADESH,NO,PRF06B/JV/21-22,23-Jun-21,"63,216.00",0.00,"5,689.00","5,689.00",0.00,Sep 2021,19th Oct 2021,YES,,,,,
B2BA,37AAACT7391N1ZN,37AAECP6238L1ZZ,M/S PALLAVA RED GRANITE PVT LTD,Regular,Oct 2021,'PRGST/5B/2021-22',INVOICE,17-Jun-2021,"82,206.00",ANDHRAPRADESH,NO,PRF05B/JV/21-22,17-Jun-21,"69,666.00",0.00,"6,270.00","6,270.00",0.00,Sep 2021,19th Oct 2021,YES,,,,,
B2BA,37AAACT7391N1ZN,37AAECP6238L1ZZ,M/S PALLAVA RED GRANITE PVT LTD,Regular,Oct 2021,'PRGST/4B/2021-22',INVOICE,13-Jun-2021,"42,140.00",ANDHRAPRADESH,NO,PRF04B/JV/21-22,13-Jun-21,"35,712.00",0.00,"3,214.00","3,214.00",0.00,Sep 2021,19th Oct 2021,YES,,,,,
B2BA,37AAACT7391N1ZN,37AAECP6238L1ZZ,M/S PALLAVA RED GRANITE PVT LTD,Regular,Oct 2021,'PRGST/3B/2021-22',INVOICE,07-Jun-2021,"46,016.00",ANDHRAPRADESH,NO,PRF03B/JV/21-22,07-Jun-21,"38,997.00",0.00,"3,510.00","3,510.00",0.00,Sep 2021,19th Oct 2021,YES,,,,,
B2BA,37AAACT7391N1ZN,37AAECP6238L1ZZ,M/S PALLAVA RED GRANITE PVT LTD,Regular,Oct 2021,'PRGST/2B/2021-22',INVOICE,04-Jun-2021,"53,843.00",ANDHRAPRADESH,NO,PRF02B/JV/21-22,04-Jun-21,"45,630.00",0.00,"4,107.00","4,107.00",0.00,Sep 2021,19th Oct 2021,YES,,,,,
B2BA,37AAACT7391N1ZN,37AAECP6238L1ZZ,M/S PALLAVA RED GRANITE PVT LTD,Regular,Oct 2021,'PRGST/1B/2021-22',INVOICE,01-Jun-2021,"34,508.00",ANDHRAPRADESH,NO,PRF01B/JV/21-22,01-Jun-21,"29,244.00",0.00,"2,632.00","2,632.00",0.00,Sep 2021,19th Oct 2021,YES,,,,,
B2BA,37AAACT7391N1ZN,37AAECP6238L1ZZ,M/S PALLAVA RED GRANITE PVT LTD,Regular,Oct 2021,'PRGST17B/2021-22',INVOICE,31-Jul-2021,"46,634.00",ANDHRAPRADESH,NO,PRF17B/JV/21-22,31-Jul-21,"39,520.00",0.00,"3,557.00","3,557.00",0.00,Sep 2021,19th Oct 2021,YES,,,,,
B2BA,37AAACT7391N1ZN,37AAECP6238L1ZZ,M/S PALLAVA RED GRANITE PVT LTD,Regular,Oct 2021,'PRGST16B/2021-22',INVOICE,31-Jul-2021,"101,082.00",ANDHRAPRADESH,NO,PRF16B/JV/21-22,31-Jul-21,"85,663.00",0.00,"7,710.00","7,710.00",0.00,Sep 2021,19th Oct 2021,YES,,,,,
B2BA,37AAACT7391N1ZN,37AAECP6238L1ZZ,M/S PALLAVA RED GRANITE PVT LTD,Regular,Oct 2021,'PRGST15B/2021-22',INVOICE,29-Jul-2021,"27,941.00",ANDHRAPRADESH,NO,PRF15B/JV/21-22,29-Jul-21,"23,679.00",0.00,"2,131.00","2,131.00",0.00,Sep 2021,19th Oct 2021,YES,,,,,
B2BA,37AAACT7391N1ZN,37AAECP6238L1ZZ,M/S PALLAVA RED GRANITE PVT LTD,Regular,Oct 2021,'PRGST14B/2021-22',INVOICE,29-Jul-2021,"54,941.00",ANDHRAPRADESH,NO,PRF14B/JV/21-22,29-Jul-21,"46,560.00",0.00,"4,190.00","4,190.00",0.00,Sep 2021,19th Oct 2021,YES,,,,,
B2BA,37AAACT7391N1ZN,37AAECP6238L1ZZ,M/S PALLAVA RED GRANITE PVT LTD,Regular,Oct 2021,'PRGST13B/2021-22',INVOICE,28-Jul-2021,"67,175.00",ANDHRAPRADESH,NO,PRF13B/JV/21-22,28-Jul-21,"56,928.00",0.00,"5,124.00","5,124.00",0.00,Sep 2021,19th Oct 2021,YES,,,,,
B2BA,37AAACT7391N1ZN,37AAECP6238L1ZZ,M/S PALLAVA RED GRANITE PVT LTD,Regular,Oct 2021,'PRGST11B/2021-22',INVOICE,20-Jul-2021,"91,190.00",ANDHRAPRADESH,NO,PRF11B/JV/21-22,20-Jul-21,"77,280.00",0.00,"6,955.00","6,955.00",0.00,Sep 2021,19th Oct 2021,YES,,,,,
B2BA,37AAACT7391N1ZN,37AAECP6238L1ZZ,M/S PALLAVA RED GRANITE PVT LTD,Regular,Oct 2021,'PRGST10B/2021-22',INVOICE,15-Jul-2021,"122,847.00",ANDHRAPRADESH,NO,PRF10B/JV/21-22,15-Jul-21,"104,108.00",0.00,"9,370.00","9,370.00",0.00,Sep 2021,19th Oct 2021,YES,,,,,
B2BA,37AAACT7391N1ZN,37AAECP6238L1ZZ,M/S PALLAVA RED GRANITE PVT LTD,Regular,Oct 2021,'PRGSR12B/2021-22',INVOICE,24-Jul-2021,"75,426.00",ANDHRAPRADESH,NO,PRF12B/JV/21-22,24-Jul-21,"63,920.00",0.00,"5,753.00","5,753.00",0.00,Sep 2021,19th Oct 2021,YES,,,,,
B2BA,37AAACT7391N1ZN,36AJRPR9877L1ZT,BOINAPALLI SRINIVAS RAO,Regular,Oct 2021,'02',INVOICE,20-Jan-2020,"1,096,168.08",ANDHRAPRADESH,NO,02,20-Jan-20,"928,956.00","167,212.08",0.00,0.00,0.00,Apr 2021,12th Oct 2021,NO,C,,,,
B2BA,37AAACT7391N1ZN,36AJRPR9877L1ZT,BOINAPALLI SRINIVAS RAO,Regular,Oct 2021,'1',INVOICE,20-Jan-2020,"2,426,788.00",ANDHRAPRADESH,NO,1,20-Jan-20,"2,056,600.00","370,188.00",0.00,0.00,0.00,Mar 2021,12th Oct 2021,NO,C,,,,
B2BA,37AAACT7391N1ZN,37ABRFM0911C1ZG,MANGAMPET BARYTES PROJECTS,Regular,Oct 2021,'APMBPMIN2122002',INVOICE,14-Sep-2021,"66,895,727.00",ANDHRAPRADESH,NO,APMBPMIN2122002,14-Sep-21,"56,691,294.00",0.00,"5,102,216.00","5,102,216.00",0.00,Oct 2021,10th Nov 2021,YES,,,,,
B2B,37AAACT7391N1ZN,37ACVPN1375L1ZT,REFAC SALES CORPORATION,Regular,Oct 2021,'3800',INVOICE,26-Oct-2021,236.00,ANDHRAPRADESH,NO,,,200.00,0.00,18.00,18.00,0.00,Oct 2021,9th Nov 2021,YES,,,,,
B2B,37AAACT7391N1ZN,37ACVPN1375L1ZT,REFAC SALES CORPORATION,Regular,Oct 2021,'3799',INVOICE,26-Oct-2021,236.00,ANDHRAPRADESH,NO,,,200.00,0.00,18.00,18.00,0.00,Oct 2021,9th Nov 2021,YES,,,,,
B2B,37AAACT7391N1ZN,37ACVPN1375L1ZT,REFAC SALES CORPORATION,Regular,Oct 2021,'3702',INVOICE,21-Oct-2021,590.00,ANDHRAPRADESH,NO,,,500.00,0.00,45.00,45.00,0.00,Oct 2021,9th Nov 2021,YES,,,,,
B2B,37AAACT7391N1ZN,37ACVPN1375L1ZT,REFAC SALES CORPORATION,Regular,Oct 2021,'3593',INVOICE,14-Oct-2021,"2,486.00",ANDHRAPRADESH,NO,,,"2,106.77",0.00,189.61,189.61,0.00,Oct 2021,9th Nov 2021,YES,,,,,
B2B,37AAACT7391N1ZN,37ACVPN1375L1ZT,REFAC SALES CORPORATION,Regular,Oct 2021,'3401',INVOICE,04-Oct-2021,800.00,ANDHRAPRADESH,NO,,,677.96,0.00,61.02,61.02,0.00,Oct 2021,9th Nov 2021,YES,,,,,
B2B,37AAACT7391N1ZN,37AADCR0141D1ZX,RADHA MADHAV AUTOMOBILES PVT  LTD,Regular,Oct 2021,'TXS2105018',INVOICE,21-Aug-2021,"18,994.00",ANDHRAPRADESH,NO,,,"16,043.24",0.00,"1,475.45","1,475.45",0.00,Aug 2021,27th Oct 2021,YES,,,E-Invoice,0b47bff82d707f509e142743e72297e89adedeb28359c8b9f3a419bacf899f6d,21-08-2021
B2B,37AAACT7391N1ZN,37ABPPE6121L1ZG,SRI VENKATA SAI TRADERS,Regular,Oct 2021,'26/2021-22',INVOICE,04-Sep-2021,"5,321.00",ANDHRAPRADESH,NO,,,"4,550.00",0.00,385.50,385.50,0.00,Sep 2021,14th Oct 2021,YES,,,,,
B2B,37AAACT7391N1ZN,37ABPPE6121L1ZG,SRI VENKATA SAI TRADERS,Regular,Oct 2021,'2021-22/05',INVOICE,09-Sep-2021,"51,005.50",ANDHRAPRADESH,NO,,,"43,225.00",0.00,"3,890.25","3,890.25",0.00,Sep 2021,14th Oct 2021,YES,,,,,
B2B,37AAACT7391N1ZN,37AAJFT9053D1ZY,TYRE WORLD,Regular,Oct 2021,'2469',INVOICE,14-Sep-2021,"12,000.00",ANDHRAPRADESH,NO,,,"9,375.00",0.00,"1,312.50","1,312.50",0.00,Sep 2021,20th Oct 2021,YES,,,,,
B2B,37AAACT7391N1ZN,37AOJPA7151B1ZC,BASHA  REF &  A/C  WORKS,Regular,Oct 2021,'404',INVOICE,28-Sep-2021,"3,600.00",ANDHRAPRADESH,NO,,,"3,050.00",0.00,274.50,274.50,0.00,Sep 2021,21st Oct 2021,YES,,,,,
B2B,37AAACT7391N1ZN,37AOJPA7151B1ZC,BASHA  REF &  A/C  WORKS,Regular,Oct 2021,'403',INVOICE,23-Sep-2021,"3,600.00",ANDHRAPRADESH,NO,,,"3,050.00",0.00,274.50,274.50,0.00,Sep 2021,21st Oct 2021,YES,,,,,
B2B,37AAACT7391N1ZN,37AOJPA7151B1ZC,BASHA  REF &  A/C  WORKS,Regular,Oct 2021,'402',INVOICE,22-Sep-2021,"5,192.00",ANDHRAPRADESH,NO,,,"4,400.00",0.00,396.00,396.00,0.00,Sep 2021,21st Oct 2021,YES,,,,,
B2B,37AAACT7391N1ZN,37AOJPA7151B1ZC,BASHA  REF &  A/C  WORKS,Regular,Oct 2021,'401',INVOICE,20-Sep-2021,"4,572.00",ANDHRAPRADESH,NO,,,"3,874.00",0.00,348.66,348.66,0.00,Sep 2021,21st Oct 2021,YES,,,,,
B2B,37AAACT7391N1ZN,37AOJPA7151B1ZC,BASHA  REF &  A/C  WORKS,Regular,Oct 2021,'399',INVOICE,11-Sep-2021,"3,599.00",ANDHRAPRADESH,NO,,,"3,050.00",0.00,274.50,274.50,0.00,Sep 2021,21st Oct 2021,YES,,,,,
B2B,37AAACT7391N1ZN,37AOJPA7151B1ZC,BASHA  REF &  A/C  WORKS,Regular,Oct 2021,'395',INVOICE,01-Sep-2021,"79,650.00",ANDHRAPRADESH,NO,,,"67,500.00",0.00,"6,075.00","6,075.00",0.00,Sep 2021,21st Oct 2021,YES,,,,,
B2B,37AAACT7391N1ZN,37AOJPA7151B1ZC,BASHA  REF &  A/C  WORKS,Regular,Oct 2021,'390',INVOICE,14-Aug-2021,"5,398.50",ANDHRAPRADESH,NO,,,"4,575.00",0.00,411.75,411.75,0.00,Sep 2021,21st Oct 2021,YES,,,,,
B2B,37AAACT7391N1ZN,37AOJPA7151B1ZC,BASHA  REF &  A/C  WORKS,Regular,Oct 2021,'389',INVOICE,14-Aug-2021,"3,953.00",ANDHRAPRADESH,NO,,,"3,350.00",0.00,301.50,301.50,0.00,Sep 2021,21st Oct 2021,YES,,,,,
B2B,37AAACT7391N1ZN,37AOJPA7151B1ZC,BASHA  REF &  A/C  WORKS,Regular,Oct 2021,'388',INVOICE,20-Jul-2021,"5,398.50",ANDHRAPRADESH,NO,,,"4,575.00",0.00,411.75,411.75,0.00,Sep 2021,21st Oct 2021,YES,,,,,
B2B,37AAACT7391N1ZN,37AOJPA7151B1ZC,BASHA  REF &  A/C  WORKS,Regular,Oct 2021,'387',INVOICE,19-Jul-2021,"3,599.00",ANDHRAPRADESH,NO,,,"3,050.00",0.00,274.50,274.50,0.00,Sep 2021,21st Oct 2021,YES,,,,,
B2B,37AAACT7391N1ZN,37AOJPA7151B1ZC,BASHA  REF &  A/C  WORKS,Regular,Oct 2021,'386',INVOICE,03-Jul-2021,"35,997.08",ANDHRAPRADESH,NO,,,"30,506.00",0.00,"2,745.54","2,745.54",0.00,Sep 2021,21st Oct 2021,YES,,,,,
B2B,37AAACT7391N1ZN,37AOJPA7151B1ZC,BASHA  REF &  A/C  WORKS,Regular,Oct 2021,'376',INVOICE,02-Jul-2021,"53,100.00",ANDHRAPRADESH,NO,,,"45,000.00",0.00,"4,050.00","4,050.00",0.00,Sep 2021,21st Oct 2021,YES,,,,,
B2B,37AAACT7391N1ZN,37AOJPA7151B1ZC,BASHA  REF &  A/C  WORKS,Regular,Oct 2021,'375',INVOICE,01-Jul-2021,"26,550.00",ANDHRAPRADESH,NO,,,"22,500.00",0.00,"2,025.00","2,025.00",0.00,Sep 2021,21st Oct 2021,YES,,,,,
B2B,37AAACT7391N1ZN,37AOJPA7151B1ZC,BASHA  REF &  A/C  WORKS,Regular,Oct 2021,'374',INVOICE,01-Jul-2021,"5,099.96",ANDHRAPRADESH,NO,,,"4,322.00",0.00,388.98,388.98,0.00,Sep 2021,21st Oct 2021,YES,,,,,
B2B,37AAACT7391N1ZN,37AADFV5348K1ZP,VINAYAKA CONSTRUCTIONS// UBALANKA,Regular,Oct 2021,'sandcontract/4',INVOICE,14-Oct-2020,"1,124,341.00",ANDHRAPRADESH,NO,,,"952,831.00",0.00,"85,754.79","85,754.79",0.00,Sep 2021,19th Oct 2021,YES,,,,,
B2B,37AAACT7391N1ZN,37ABTPC3401F2ZX,M/S HARIPRIYA ENTERPRISES,Regular,Oct 2021,'E/016',INVOICE,18-Apr-2021,"1,024,405.00",ANDHRAPRADESH,NO,,,"868,140.00",0.00,"78,132.60","78,132.60",0.00,Apr 2021,30th Oct 2021,YES,,,,,
B2B,37AAACT7391N1ZN,37AAACB2894G1ZM,BHARTI AIRTEL LIMITED,Regular,Oct 2021,'BM2237I001834960',INVOICE,06-Oct-2021,"4,113.84",ANDHRAPRADESH,NO,,,"3,486.30",0.00,313.77,313.77,0.00,Oct 2021,10th Nov 2021,YES,,,E-Invoice,d1490c2d2473d27280edcceb954e5aaadd2379aa0dd6aed2084cb18e0c527d02,06-10-2021
B2B,37AAACT7391N1ZN,37AAACB2894G1ZM,BHARTI AIRTEL LIMITED,Regular,Oct 2021,'BM2237I001834887',INVOICE,06-Oct-2021,"5,888.20",ANDHRAPRADESH,NO,,,"4,990.00",0.00,449.10,449.10,0.00,Oct 2021,10th Nov 2021,YES,,,E-Invoice,ca888734c72e0cb950fcf58abc9623e4ac809b7eead37a66da03b436ad26231e,06-10-2021
B2B,37AAACT7391N1ZN,37AAACB2894G1ZM,BHARTI AIRTEL LIMITED,Regular,Oct 2021,'BM2237I001834775',INVOICE,06-Oct-2021,"13,309.70",ANDHRAPRADESH,NO,,,"11,279.40",0.00,"1,015.15","1,015.15",0.00,Oct 2021,10th Nov 2021,YES,,,E-Invoice,5c4ae1d04c92725f4b4f2043cbe1310709f29f13c0b66d5d5010b050360b3021,06-10-2021
B2B,37AAACT7391N1ZN,37AANCS2872C1Z6,M/S SEVEN HILLS SAFETY EQUIPMENTS AND SYSTEMS PVT LTD,Regular,Oct 2021,'TPT/1048/2021-22',INVOICE,04-Oct-2021,"2,006.00",ANDHRAPRADESH,NO,,,"1,700.00",0.00,153.00,153.00,0.00,Oct 2021,10th Nov 2021,YES,,,,,
